year,conference_ID,conference,state,team,seed,round,offense_efficiency,rank_offense_efficiency,points_above_offense_avg,rank_points_above_offense_avg,defense_efficiency,rank_defense_efficiency,points_above_defense_avg,rank_points_above_defense_avg,points_above_team_avg,rank_points_above_team_avg,games,wins,losses,win%,fieldgoal%,freethrow_fieldgoal,turnover%,turnover_forced%,rebound_offense%,rebound_defense%,opp_rebound_offense%,opp_rebound_defense%,2point%,3point%,block%,blocked%,assist%,opp_assist %,avg_height,experience,talent,freethrow%,opp_freethrow%,avg_points_possession,avg_points_nonpossession,%games_elite_team_loss,exp_win%_bubble_team,Column-45,Column-46,Column-47
3/20/12,BSth,10,North Carolina ,UNC Asheville,16,64,110.746,19,109.605,60,101.613,208,104.64,219,4.96548,118,30,21,9,70,52.7,48.5,19.1,22.4,32.9,65,35,67.1,52.9,34.8,6,9.2,59.4,57.5,74.703,2.42,4.116,77.2,66.5,1.114,1.026,12.309,-3.3,,,
3/20/12,MWC,20,Nevada,UNLV,6,64,106.341,57,109.975,56,93.654,45,93.9097,24,16.0655,32,32,24,8,75,53.2,35.8,19.5,21,32.6,69.8,30.2,67.4,51.6,37.3,12.6,6.7,65.7,49.4,77.769,2.209,64.975,68.4,67.9,1.08,0.944,23.486,2.8,,,
3/20/12,SEC,28,Tennessee,Vanderbilt,5,32,108.703,31,114.775,18,96.6557,92,94.4476,30,20.3275,16,34,24,10,70.58824,54,39.6,19.8,19.2,32.1,68,32,67.9,50.8,38.9,10.2,11.8,52,46.5,77.811,2.215,85.14,69.8,70,1.096,0.976,29.822,4,,,
3/20/12,CAA,12,Virginia,VCU,12,32,103.222,109,107.166,91,90.0179,12,94.5327,31,12.6331,50,34,28,6,82.35294,47.6,37.3,17.4,27.3,33.8,66,34,66.2,45.6,33.7,10.7,12,52.7,46.6,77.198,1.398,36.77,68.9,69,1.042,0.911,15.249,2.2,,,
3/20/12,AE,3,Vermont,Vermont,16,64,104.305,91,104.447,137,93.9008,48,100.224,129,4.2234,123,34,23,11,67.64706,49.4,37.9,19.4,20,34.2,70.1,29.9,65.8,48.4,34.6,6.6,8.7,56.5,45.9,77.497,1.394,8.069,74.2,67.4,1.054,0.948,10.413,-5.5,,,
3/20/12,ACC,2,Virginia,Virginia,10,64,101.817,137,106.186,106,86.8409,1,88.8224,5,17.3633,25,31,22,9,70.96774,50.9,35.8,18.6,21.1,27.9,74.6,25.4,72.1,51.1,33.7,8.3,7,54.3,42.6,76.939,1.701,59.204,72.4,63.4,1.029,0.876,24.63,2,,,
3/20/12,BE,8,West Virginia,West Virginia,10,64,105.415,68,111.599,36,98.4846,138,97.0738,72,14.5249,41,32,19,13,59.375,48.7,38.1,19.3,20.3,41.2,69.7,30.3,58.8,50.1,30.2,6.7,8.3,56.8,50.4,76.525,1.421,65.605,67.1,67.7,1.073,0.991,27.223,-0.1,,,
3/20/12,SB,26,Kentucky,Western Kentucky,16,64,94.0697,281,98.1875,252,98.2616,132,101.022,139,-2.83435,201,33,15,18,45.45455,44.8,40.3,21.9,21.3,33.6,67.2,32.8,66.4,44.1,30.8,9.9,10.7,50.3,49,76.238,0.852,33.406,69.3,72.6,0.949,0.991,14.83,-10.3,,,
3/20/12,MVC,19,Kansas,Wichita St.,5,64,112.528,10,116.963,10,91.7103,25,93.7271,22,23.2362,9,31,26,5,83.87097,54.2,35.2,17.9,18.7,33.5,73.7,26.3,66.5,53.5,37,10.5,7.8,53.1,49.9,77.197,2.468,13.827,75.3,68.7,1.135,0.926,19.263,4.4,,,
3/20/12,B10,6,Wisconsin,Wisconsin,4,16,106.658,50,111.961,31,88.1971,2,88.662,4,23.2991,8,33,24,9,72.72727,49.7,31.1,15.1,18.5,30.4,71.9,28.1,69.6,46.6,36.1,9,7.6,52.7,41.2,76.64,1.85,58.91,74.1,68.3,1.075,0.89,30.936,5,,,
3/20/12,A10,1,Ohio,Xavier,10,16,102.486,123,107.588,85,97.7757,119,95.9824,53,11.6059,57,33,21,12,63.63636,49.6,40.8,18.6,18.6,31.6,69.9,30.1,68.4,48.7,34.9,10.2,8.5,53.3,58.2,76.593,1.985,65.926,69.2,74.5,1.033,0.985,26.514,0.7,,,
3/20/11,MAC,17,Ohio,Akron,15,64,103.175,132,103.29,161,97.6911,81,99.533,106,3.75741,125,34,22,12,64.70588,49.9,31.9,17.7,20.5,28.5,67,33,71.5,47.3,36,8.7,6.6,58.4,50.9,76.554,1.985,11.594,70.8,66.3,1.029,0.975,13.032,-5.6,,,
3/20/11,SWAC,31,Alabama,Alabama St.,16,68,92.1392,317,92.3675,311,96.6248,59,105.437,238,-13.0699,302,32,15,17,46.875,44.4,46.7,23.6,23.4,36.2,66.4,33.6,63.8,44.6,29.2,13.1,7.3,55.6,56.7,76.06,1.729,0.2,60.9,69.2,0.926,0.969,8.673,-13,,,
3/20/11,P10,23,Arizona,Arizona,5,8,112.742,15,115.936,14,98.916,103,97.0522,67,18.8834,24,34,27,7,79.41176,54.4,44.1,18.9,18.7,33.3,71,29,66.7,51.2,39.9,6.6,9.4,55.4,53.2,77.17,1.39,73.308,74.7,66.6,1.126,0.993,25.335,4.7,,,
3/20/11,ASun,5,Tennessee,Belmont,13,64,114.765,9,112.236,36,88.0346,2,93.268,29,18.9677,23,34,30,4,88.23529,54.4,38,19.9,27.4,37.9,67.8,32.2,62.1,52.4,38.1,9.8,13.2,60.2,53.2,77.048,1.584,12.798,73.7,67.5,1.148,0.885,10.427,1,,,
3/20/11,AE,3,Massachusetts,Boston University,16,64,103.323,126,102.907,166,99.6121,117,103.292,186,-0.38517,170,34,21,13,61.76471,47.4,37.7,19,17.9,34.6,65.8,34.2,65.4,43.5,35.5,10.6,11.1,45.8,53.4,76.042,1.669,5.779,73.1,70.5,1.037,1.006,11.596,-7.6,,,
3/20/11,Pat,25,Pennsylvania,Bucknell,14,64,106.365,71,105.356,114,95.4503,44,97.7759,79,7.57974,85,33,25,8,75.75758,51.2,34.3,17.1,18,26,71.2,28.8,74,47.1,40.2,9.1,6.7,59.9,56.2,76.33,1.537,8.013,78.6,69.5,1.065,0.955,12.621,-2.2,,,
3/20/11,Horz,14,Indiana,Butler,8,2,109.473,41,112.272,34,97.9504,84,97.278,69,14.9935,44,31,22,9,70.96774,51,38.4,17.1,19.1,32.4,72.6,27.4,67.6,49,36.2,4.5,8.2,50.3,47.1,76.289,1.978,45.189,72.8,66.1,1.095,0.982,20.08,-0.4,,,
3/20/11,MWC,20,Utah,BYU,3,16,112.665,16,117.73,8,94.6423,34,94.2638,38,23.4657,11,33,29,4,87.87879,51.8,39,15.3,20.3,31.5,71.3,28.7,68.5,50.4,36.1,10.2,8.4,51.8,50.3,77.476,1.951,23.025,75.6,69,1.133,0.946,24.953,7.2,,,
3/20/11,BE,8,Ohio,Cincinnati,6,32,106.907,61,109.822,58,92.4169,14,90.218,9,19.6039,19,33,25,8,75.75758,49.3,38.6,18.1,22.4,38.4,69.4,30.6,61.6,48.6,33.9,10.5,7.8,59.1,54.9,77.529,2.019,64.106,66.6,69.7,1.077,0.925,26.215,3.4,,,
3/20/11,ACC,2,South Carolina,Clemson,12,64,103.467,124,107.856,84,92.0852,12,90.4152,10,17.4409,29,32,21,11,65.625,50.2,38.5,20.4,23.2,34.6,67.5,32.5,65.4,49.1,34.9,13.5,9,54.4,52.6,75.712,2.003,53.197,69.3,70.6,1.041,0.929,27.126,0.7,,,
3/20/11,BE,8,Connecticut,Connecticut,3,1,108.613,47,114.804,21,98.441,95,93.1006,27,21.703,15,35,26,9,74.28571,48.1,34.3,17.5,18.1,39.5,65.3,34.7,60.5,47.5,33.2,13.5,8.9,50.4,51.5,77.553,0.943,62.489,75.5,68.8,1.092,0.987,35.894,7,,,
3/20/11,ACC,2,North Carolina ,Duke,1,16,114.459,10,118.637,6,90.8377,8,89.0891,5,29.5475,2,34,30,4,88.23529,53.6,37.4,17.3,21.3,35.4,66.5,33.5,64.6,52.1,37.5,9.7,7.7,51.3,49.8,77.941,1.669,77.815,75,64.4,1.149,0.911,29.3,9.5,,,
3/20/11,SEC,28,Florida,Florida,2,8,109.694,36,114.555,23,96.9113,66,95.0304,45,19.5245,21,33,26,7,78.78788,51.7,35.9,19.1,19.3,38.4,70.1,29.9,61.6,50.9,35.6,9.3,8.4,52.9,48.5,77.263,1.736,83.511,66.7,66.9,1.1,0.969,28.23,5.3,,,
3/20/11,ACC,2,Florida,Florida St.,10,16,99.0533,224,103.157,162,89.6939,3,88.1874,2,14.9701,45,31,21,10,67.74194,49.1,38,23.1,22.2,35.7,69.1,30.9,64.3,48.9,33,16.6,8.8,51,53.5,78.657,1.687,76.219,66.3,70.7,0.991,0.89,27.172,1.2,,,
3/20/11,CAA,12,Virginia,George Mason,8,32,112.378,17,113.269,28,94.1214,27,94.9599,44,18.3096,26,32,26,6,81.25,53.6,39.3,16.8,20.9,32.8,68.8,31.2,67.2,50.9,39.7,9.1,8.6,55.2,51,76.501,1.801,36.183,69,68.2,1.127,0.945,15.383,1.1,,,
3/20/11,BE,8,Washington D.C,Georgetown,6,64,107.862,51,114.287,24,101.031,158,95.2916,48,18.9952,22,31,21,10,67.74194,54.4,33.6,20.6,17.7,33.6,67.5,32.5,66.4,54.6,36,11.3,11.3,59.4,52.7,77.124,1.933,86.327,73.2,71,1.09,1.014,35.555,4.4,,,
3/20/11,SEC,28,Georgia,Georgia,10,64,103.602,119,107.153,90,96.4666,56,95.1889,47,11.9637,64,32,21,11,65.625,49.4,36.6,20.3,18.5,36.8,68.3,31.7,63.2,48.9,34,13.1,8.3,60.8,40,76.601,1.98,52.729,69.6,69.6,1.04,0.972,26.274,0.2,,,
3/20/11,WCC,33,Washington,Gonzaga,11,32,110.305,31,110.61,51,95.0132,36,94.1013,37,16.5087,36,32,23,9,71.875,52.5,41.6,19.7,21.3,35.5,71.1,28.9,64.5,52.1,35.6,10.2,6.9,56.6,48,77.986,1.484,36.501,75.9,69.9,1.105,0.949,21.413,0.3,,,
3/20/11,MEAC,18,Virginia,Hampton,16,64,97.3629,258,93.9345,299,90.3353,7,97.7279,76,-3.79341,203,31,23,8,74.19355,46.2,42.2,17.8,23.1,29.5,64,36,70.5,45.1,32.1,14.6,9,52.2,46.1,77.028,2.193,10.853,64.7,66.7,0.98,0.907,5.179,-5.6,,,
3/20/11,B10,6,Illinois,Illinois,9,32,106.76,64,112.305,33,98.039,86,92.727,25,19.5782,20,32,19,13,59.375,52.8,28.6,19.1,18.4,32.1,68.1,31.9,67.9,50.4,38.7,12.4,7.5,63,53,79.01,1.966,69.318,72.9,72.3,1.071,0.98,35.021,1.6,,,
3/20/11,MVC,19,Indiana,Indiana St.,14,64,100.042,205,101.49,192,97.9268,83,96.8677,63,4.62225,115,32,19,13,59.375,48.8,38.4,21.4,19.3,31.3,70,30,68.7,46.4,35.5,12.3,8.4,55.4,53.5,76.967,1.62,6.725,71.3,71.6,1.002,0.986,19.995,-4.2,,,
3/20/11,B12,7,Kansas,Kansas,1,8,116.525,6,119.505,5,92.4144,13,90.8029,12,28.7018,3,34,32,2,94.11765,57.7,40.6,19.1,20.3,36.5,72,28,63.5,57.5,38.7,10.8,7.2,60.4,49,77.871,1.993,76.479,68.1,72.9,1.169,0.926,26.504,10.2,,,
3/20/11,B12,7,Kansas,Kansas St.,5,32,105.024,92,109.524,61,95.9404,47,92.0845,20,17.4393,30,31,21,10,67.74194,49.7,42.7,21.7,22.7,41.2,69,31,58.8,46.5,37.4,12.3,9.1,56.8,49.1,76.935,1.511,43.162,65.1,70.6,1.053,0.957,29.925,2,,,
3/20/11,SEC,28,Kentucky,Kentucky,4,4,113.602,12,117.76,7,94.8943,35,92.4889,23,25.2715,9,33,25,8,75.75758,52.4,37.1,15.9,18.3,35.2,69.2,30.8,64.8,49,39.7,15.4,9.1,47.4,48.9,78.433,1.147,86.899,71.8,71.7,1.139,0.951,30.75,5.2,,,
3/20/11,SB,26,Arkansas,Little Rock,16,68,101.781,167,100.167,217,103.354,216,104.657,221,-4.48952,215,33,17,16,51.51515,47.7,42.4,17.9,20.8,29.3,68.1,31.9,70.7,42.1,39.7,7.2,10.4,50.2,55,74.48,2.188,0.2,69.4,70.2,1.017,1.037,9.995,-11.1,,,
3/20/11,NEC,21,New York,LIU Brooklyn,15,64,110.06,33,108.912,70,98.5844,99,103.533,190,5.37973,107,32,27,5,84.375,52.4,50.6,20.4,19.9,37.9,67.8,32.2,62.1,51.2,36.6,7.8,7.9,54,54.5,74.652,1.544,4.03,64.5,65.3,1.096,0.98,7.968,-1.2,,,
3/20/11,BE,8,Kentucky,Louisville,4,64,107.678,53,111.247,45,92.8978,17,88.3769,4,22.87,12,34,25,9,73.52941,52.5,29.8,18.9,23.2,35.2,65,35,64.8,51.5,36.1,13.4,7.5,64.1,51.8,76.121,1.591,60.093,66.9,69.8,1.091,0.935,30.743,4.7,,,
3/20/11,BE,8,Wisconsin,Marquette,11,16,110.602,27,115.623,16,101.177,164,97.4927,74,18.1301,28,34,20,14,58.82353,51.4,44.7,17.5,20.5,36.2,67.1,32.9,63.8,50.9,35.2,9.6,8.2,59.4,61.2,76.776,1.908,24.152,69.1,65.7,1.111,1.008,33.868,0.8,,,
3/20/11,CUSA,13,Tennessee,Memphis,12,64,102.813,140,103.673,147,97.3981,76,96.7112,62,6.96184,91,34,25,9,73.52941,50.3,39.5,21.9,21.3,35.4,64.7,35.3,64.6,51,32.7,13.6,10.8,57.3,54.5,76.957,0.765,62.75,67.9,67.6,1.031,0.974,19.129,0,,,
3/20/11,B10,6,Michigan,Michigan,8,32,105.662,80,110.77,48,101.198,165,95.3533,49,15.4164,40,32,19,13,59.375,51.9,27.9,16.3,18.6,25,70.6,29.4,75,50.9,35.4,6.2,9.5,57,56.6,77.119,0.899,58.01,70,67.7,1.051,1.005,36.499,1.9,,,
3/20/11,B10,6,Michigan,Michigan St.,10,64,102.307,153,108.503,75,100.085,133,93.7079,32,14.7956,46,32,18,14,56.25,48.6,36.7,20,17.8,34.6,71.5,28.5,65.4,46.9,34.8,13.2,8.4,62.5,51.1,76.766,1.94,83.395,69.7,66.3,1.026,0.993,40.022,2.3,,,
3/20/11,B12,7,Missouri,Missouri,11,64,109.681,37,112.932,31,97.9669,85,96.3729,59,16.559,34,32,22,10,68.75,51.7,34.7,17.1,24.8,33.2,63.3,36.7,66.8,50.5,36.4,12.4,6.7,56.3,54.1,76.845,1.692,54.624,73.6,69.2,1.104,0.981,27.072,1.4,,,
3/20/11,OVC,22,Kentucky,Morehead St.,13,32,105.992,77,105.208,116,95.9971,48,98.4152,86,6.79253,94,30,21,9,70,51.1,41.3,23.4,22.9,41.3,72.1,27.9,58.7,50.5,34.9,10,7.5,50.8,61.5,75.799,2.319,6.997,67.4,69.7,1.062,0.963,13.533,-3.6,,,
3/20/11,ACC,2,North Carolina ,North Carolina,2,8,105.296,87,110.652,50,93.3377,20,89.1087,6,21.5431,16,33,26,7,78.78788,49.2,37.9,18.7,19.6,37.2,70.2,29.8,62.8,48.9,33.3,13.1,6.4,54.9,49.6,78.613,1.088,91.173,66.3,65,1.06,0.937,33.486,7.4,,,
3/20/11,BSky,9,Colorado,Northern Colorado,15,64,106.39,70,106.011,103,99.4488,111,101.426,138,4.58447,116,29,19,10,65.51724,50.2,44.4,21.8,20.5,35.8,71.4,28.6,64.2,45.4,38.4,6.3,10,51.5,59,75.971,2.08,7.93,77.2,71.2,1.067,1.001,13.609,-4.6,,,
3/20/11,BE,8,Indiana,Notre Dame,2,32,115.826,8,121.279,3,100.42,142,96.6246,61,24.6542,10,32,26,6,81.25,54.1,45.4,16.4,15.9,33.8,70.1,29.9,66.2,51.2,39.2,9.4,9.4,66.6,56.1,78.323,2.26,57.624,72.5,71.3,1.165,1.006,33.256,7.8,,,
3/20/11,Sum,30,California,Oakland,13,64,116.945,4,117.282,9,105.125,261,104.345,215,12.9371,58,33,24,9,72.72727,56.1,40,18.8,16.6,36.3,68.3,31.7,63.7,55.8,37.7,12.4,6.4,53.9,48.9,77.045,2.039,12.834,71.8,72.3,1.171,1.053,21.674,0.3,,,
3/20/11,B10,6,Ohio,Ohio St.,1,16,119.336,1,123.643,1,93.5864,22,91.4115,14,32.232,1,34,32,2,94.11765,56,37.8,15.8,23.3,35.3,71.9,28.1,64.7,53.2,41.3,9.5,8.2,56.9,51,77.663,1.575,91.348,70.5,72.8,1.194,0.927,31.137,12,,,
3/20/11,CAA,12,Virginia,Old Dominion,9,64,107.864,50,109.126,67,95.1762,40,94.8747,43,14.251,49,33,27,6,81.81818,48.7,37,20.4,18.8,45.3,72.6,27.4,54.7,48.4,32.9,13.4,7.9,60.6,59.7,77.498,2.539,6.944,66.4,62.1,1.084,0.96,17.783,2.3,,,
3/20/11,B10,6,Pennsylvania,Penn St.,10,64,105.586,82,111.847,40,104.354,249,97.4264,72,14.4209,47,33,19,14,57.57576,49.9,31.8,17.7,18.1,32.3,69.8,30.2,67.7,49.6,33.6,7.6,11.3,54.1,63.4,77.068,2.234,45.528,72.5,69.2,1.053,1.043,37.339,1.7,,,
3/20/11,BE,8,Pennsylvania,Pittsburgh,1,32,116.073,7,119.627,4,95.5812,45,92.2012,21,27.4261,4,32,27,5,84.375,52.8,43.3,18.3,17.8,42.8,70.9,29.1,57.2,50.6,39,9.3,10.4,66.6,53.7,77.09,2,80.027,67.2,67.1,1.162,0.957,29.684,7.6,,,
3/20/11,Ivy,15,New Jersey,Princeton,13,64,106.251,75,106.219,100,97.4252,77,97.4016,71,8.81724,81,30,24,6,80,52.1,37.4,18.9,18.4,31.2,73,27,68.8,50.3,37.3,10.8,10.6,54.4,49,77.847,1.836,12.151,73.4,72.4,1.069,0.983,13.655,-0.3,,,
3/20/11,B10,6,Indiana,Purdue,3,32,109.276,45,115.013,19,93.1151,19,89.4016,7,25.6115,6,32,25,7,78.125,50.8,35.1,15.6,21.7,32,70,30,68,48.7,36.7,10.5,8.6,61.6,54.7,76.274,1.788,77.588,71.2,69.4,1.096,0.927,34.119,7.2,,,
3/20/11,A10,1,Virginia,Richmond,12,16,108.788,46,111.003,47,94.5571,33,95.4298,51,15.5729,39,34,27,7,79.41176,53.6,33.4,16.6,19.8,28.2,67.1,32.9,71.8,50,40,10.5,7.7,60,49.5,77.302,2.275,19.193,69.1,68.9,1.093,0.95,18.354,1.8,,,
3/20/11,MAAC,16,New Jersey,Saint Peter's,14,64,92.8353,308,95.0018,292,90.9427,9,91.7599,18,3.24183,129,33,20,13,60.60606,45.9,39.8,22.9,21.6,32.5,65.9,34.1,67.5,43,34.8,12.6,11,53.7,52.6,75.195,2.141,2.161,64.3,65.1,0.933,0.911,15.033,-5.9,,,
3/20/11,MWC,20,California,San Diego St.,2,16,110.503,28,113.834,26,91.7511,11,88.2242,3,25.6096,7,32,30,2,93.75,50.8,32.7,17.2,19.9,37.6,70,30,62.4,51.1,33.6,12.4,7.3,50.7,49.1,77.164,2.076,41.701,70,71.9,1.109,0.919,24.555,8.7,,,
3/20/11,BE,8,New York,St. John's,6,64,105.155,88,110.496,52,99.5019,113,93.6698,31,16.8263,33,32,21,11,65.625,49.4,44.8,18.7,24.1,33.1,67.1,32.9,66.9,49.4,33,9.1,9.7,52.3,66.4,76.231,2.668,38.382,71.1,69.8,1.051,0.996,34.3,3.2,,,
3/20/11,BE,8,New York,Syracuse,3,32,110.378,30,114.248,25,95.1008,38,91.6187,17,22.6298,13,32,25,7,78.125,52.8,35.6,18.3,20.7,37,66.5,33.5,63,52.5,35.7,19.4,7.8,60.1,63.7,78.464,1.394,80.006,66,66.3,1.107,0.95,31.253,6.2,,,
3/20/11,A10,1,Pennsylvania,Temple,7,32,107.186,56,109.724,59,93.5883,23,92.7362,26,16.988,32,32,25,7,78.125,50.1,34.5,16.3,20,32.1,71.5,28.5,67.9,48.9,35.4,11.6,7.8,59.6,49.5,77.727,1.787,27.287,69.4,70.3,1.068,0.936,20.89,2.1,,,
3/20/11,SEC,28,Tennessee,Tennessee,9,64,103.67,118,107.96,81,98.9857,107,94.5968,41,13.3636,54,33,19,14,57.57576,47.8,39.7,19.5,20.8,38.2,67.9,32.1,61.8,48.8,30.4,10.5,10.4,52.7,52.4,77.433,1.883,44.927,68.3,70.6,1.043,0.993,29.673,-1.1,,,
3/20/11,B12,7,Texas,Texas,4,32,109.459,42,114.882,20,89.996,5,88.1564,1,26.7252,5,34,27,7,79.41176,50.3,43.2,17.3,19,38.2,69.7,30.3,61.8,48.1,37.7,11.3,6.8,50.9,41.2,76.827,1.47,87.745,64.5,68.6,1.097,0.899,27.862,5.4,,,
3/20/11,B12,7,Texas,Texas A&M,7,64,106.504,67,109.943,56,96.2696,53,94.5593,40,15.3838,41,31,23,8,74.19355,49.6,47.6,20.3,20.7,37.9,70.3,29.7,62.1,49.1,33.7,4.5,12,58.3,51.6,76.824,1.859,69.642,70.4,68.9,1.067,0.956,25.412,2.4,,,
3/20/11,CUSA,13,Alabama,UAB,12,68,106.758,65,108.63,73,96.0089,49,96.1119,55,12.5184,60,30,22,8,73.33333,50.8,30.2,19,19.2,33.8,69.1,30.9,66.2,50.9,33.7,8.2,10,55.6,47.8,75.667,1.605,32.272,71.9,69.8,1.066,0.964,18.86,-0.2,,,
3/20/11,BW,11,California,UC Santa Barbara,15,64,102.863,137,103.503,154,99.8333,121,99.4018,103,4.10161,121,29,16,13,55.17241,51.9,37.2,21.7,20.1,28.4,68.1,31.9,71.6,49.8,37,12.1,6.8,60.5,58.3,76.873,2.161,12.559,76.5,70,1.027,0.995,15.425,-6.8,,,
3/20/11,P10,23,California,UCLA,7,32,103.484,123,107.561,87,96.8479,63,93.8189,34,13.7419,51,32,22,10,68.75,50.4,42.8,22.1,17.9,36,68.6,31.4,64,50.9,32.9,13.5,7.1,59.6,47.9,77.972,1.198,77.947,68.3,66.7,1.036,0.974,26.572,1.4,,,
3/20/11,BSth,10,North Carolina ,UNC Asheville,16,64,101.445,175,101.432,194,96.5695,57,99.0391,97,2.393,144,29,16,13,55.17241,49.2,41.8,21.4,24.3,32.1,64.2,35.8,67.9,49.1,32.9,11.6,9.2,55.5,52.6,75.556,1.789,3.853,70,68.5,1.01,0.967,12.978,-8.1,,,
3/20/11,MWC,20,Nevada,UNLV,8,64,106.286,74,110.321,55,92.4839,15,91.5518,15,18.7696,25,32,24,8,75,51,39.2,18.7,24,33.5,68.1,31.9,66.5,51.6,33.1,10.7,6.6,60.5,49.9,77.411,1.792,60.906,69,69.6,1.062,0.925,25.625,2.8,,,
3/20/11,P10,23,California,USC,11,68,103.258,127,108.303,78,97.2053,69,93.9363,36,14.3669,48,33,19,14,57.57576,50.1,34.7,17.6,18.5,30.2,71.9,28.1,69.8,48.5,35.7,8.1,7.8,49.9,45.9,75.797,1.87,60.319,65.3,70.2,1.033,0.97,28.034,-1.6,,,
3/20/11,WAC,32,Arkansas,Utah St.,12,64,110.473,29,110.413,53,89.8328,4,90.2135,8,20.1997,17,32,29,3,90.625,52.2,43.4,18.4,18.9,34.2,74.3,25.7,65.8,51.5,35.8,9.2,8.2,59.4,52,76.62,2.597,21.428,73.6,66.9,1.106,0.9,14.937,3.7,,,
3/20/11,Slnd,29,Texas,UTSA,16,64,102.713,141,101.474,193,102.999,204,106.668,257,-5.19344,227,29,16,13,55.17241,49.4,41.6,19.6,19.9,29.9,66.6,33.4,70.1,46.6,36.3,6.9,9.7,53.6,54,76.696,1.46,11.623,72,70.4,1.026,1.029,8.721,-9.2,,,
3/20/11,SEC,28,Tennessee,Vanderbilt,5,64,110.92,26,115.206,17,98.6379,101,97.7687,78,17.437,31,33,23,10,69.69697,52.8,45,19.1,17.8,32.8,67.8,32.2,67.2,51.1,37,11.6,9.6,53.6,46,77.874,1.54,81.31,74.7,70.3,1.108,0.984,26.811,1.8,,,
3/20/11,CAA,12,Virginia,VCU,11,4,107.434,54,109.563,60,101.36,169,100.813,126,8.74997,82,34,23,11,67.64706,50.9,37,17.5,22.5,31.6,63.6,36.4,68.4,48.8,35.9,9.5,11,58.5,54.6,76.393,2.142,50.027,71.9,67.9,1.082,1.02,18.893,-2,,,
3/20/11,BE,8,Pennsylvania,Villanova,9,64,109.562,40,114.746,22,98.9267,104,96.4465,60,18.299,27,32,21,11,65.625,49.7,42.6,18.1,18.3,36,69.8,30.2,64,48.4,34.9,10.6,9.9,56.6,60,77.494,1.918,91.766,75.8,71.1,1.099,0.991,29.148,1.5,,,
3/20/11,P10,23,Washington,Washington,7,32,113.938,11,116.488,11,96.5736,58,94.2736,39,22.2141,14,33,23,10,69.69697,53.9,32.5,17,20.5,38,68.2,31.8,62,52.9,37.1,12.9,6.8,56.5,45.3,76.932,1.918,72.558,66.7,67.6,1.147,0.966,26.105,1.9,,,
3/20/11,BE,8,West Virginia,West Virginia,5,32,107.683,52,113.313,27,99.8426,123,93.145,28,20.1684,18,31,20,11,64.51613,48.4,40.7,18.9,18.9,40.5,64.4,35.6,59.5,47.4,33.5,11.4,8.2,63.6,48.4,77.377,2.351,51.905,70.6,69.1,1.087,1.002,34.766,3.1,,,
3/20/11,B10,6,Wisconsin,Wisconsin,4,16,118.524,2,121.946,2,101.529,179,96.348,58,25.5977,8,31,23,8,74.19355,52,28,12.8,16.8,34.2,73,27,65.8,49.5,37.1,9.1,6,55.1,46.3,77.669,1.978,66.994,82.4,75,1.185,1.014,34.801,5.9,,,
3/20/11,SC,27,South Carolina,Wofford,14,64,112.3,18,111.911,39,103.219,210,104.341,214,7.57016,86,33,21,12,63.63636,53.3,42,18,20.4,34.6,67.3,32.7,65.4,50.5,40.7,6.8,8.2,55.2,45.5,75.661,2.647,8.499,69.1,71.4,1.12,1.03,16.242,-4.6,,,
3/20/11,A10,1,Ohio,Xavier,6,64,109.395,44,112.808,32,97.2645,72,96.2683,57,16.5395,35,31,24,7,77.41935,51.5,44.9,18,18.8,32.4,72.1,27.9,67.6,52.1,33.3,8.8,9,54.1,59.3,77.273,2.048,69.842,74.8,73.1,1.094,0.972,21.915,2.4,,,
3/20/10,SWAC,31,Arkansas,Arkansas Pine Bluff,16,64,93.2166,301,91.8221,307,94.0107,37,99.7369,122,-7.91476,244,31,16,15,51.6129,45,48.6,24.5,20.6,35.8,73.4,26.6,64.2,45,30.2,9.9,11.3,57.4,57.1,75.902,2.365,0.2,66.2,66.3,0.934,0.941,18.903,-8,,,
3/20/10,B12,7,Texas,Baylor,3,8,112.779,12,118.384,6,98.1428,107,94.9837,56,23.4007,11,31,24,7,77.41935,54.6,37.3,20.6,17.8,38.3,67,33,61.7,53.1,38.6,17.8,6.5,50.4,55.9,77.932,1.704,62.004,73.3,67.6,1.13,0.98,33.152,5.6,,,
3/20/10,Horz,14,Indiana,Butler,5,2,108.722,43,110.745,49,92.7457,27,90.7154,18,20.0295,22,32,28,4,87.5,52,47.7,19.2,21.1,31.2,72.9,27.1,68.8,52.5,34.2,7.1,10.1,56.4,49.7,76.173,1.671,31.589,74.8,69.1,1.083,0.927,20.638,4.5,,,
3/20/10,MWC,20,Utah,BYU,7,32,115.54,5,117.315,11,91.6015,13,92.8309,34,24.4842,9,33,28,5,84.84848,55.1,38.2,15.9,22,31,73,27,69,51.5,41.6,9.1,7.3,55.6,53.9,77.005,1.561,27.091,78.6,67.5,1.162,0.924,21.607,4,,,
3/20/10,P10,23,California,California,8,32,114.155,8,119.968,1,99.4574,134,97.7354,88,22.2322,15,33,23,10,69.69697,53.4,35.2,17.5,18.9,35.2,69.3,30.7,64.8,52.3,37.3,6.3,9.4,51.8,50.6,76.598,2.356,54.719,75.7,69.7,1.139,0.999,28.292,1.7,,,
