roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade
std-7746,female,B,high school,0,0,76,73,79,60,288,B
std-7747,female,D,high school,1,1,45,75,43,53,216,C
std-7748,female,B,high school,1,1,59,72,66,68,265,B
std-7749,female,B,high school,1,1,64,71,81,63,279,B
std-7750,female,E,some college,1,0,33,72,66,88,259,B
std-7751,female,C,some high school,1,0,38,49,69,71,227,C
std-7752,female,B,some college,1,0,78,71,44,84,277,B
std-7753,female,D,bachelor's degree,1,0,74,91,72,73,310,B
std-7754,female,B,associate's degree,1,1,57,82,82,64,285,B
std-7755,female,C,associate's degree,0,0,76,100,73,78,327,A
std-7756,female,D,some college,0,0,55,62,72,71,260,B
std-7757,female,D,some college,1,0,59,74,66,50,249,C
std-7758,female,C,associate's degree,1,1,36,36,95,68,235,C
std-7759,female,D,some college,1,0,66,90,90,76,322,A
std-7760,female,A,bachelor's degree,0,0,64,46,97,38,245,C
std-7761,female,C,some high school,1,0,51,100,86,98,335,A
std-7762,female,E,some college,1,0,61,57,74,65,257,B
std-7763,female,D,associate's degree,1,0,27,70,100,80,277,B
std-7764,female,D,some college,0,0,100,96,63,48,307,B
std-7765,female,A,high school,0,0,44,63,69,69,245,C
std-7766,female,B,bachelor's degree,0,1,66,100,69,93,328,A
std-7767,female,E,some high school,1,1,61,100,93,66,320,A
std-7768,female,E,associate's degree,1,1,67,69,75,94,305,B
std-7769,female,B,some college,1,1,50,46,78,74,248,C
std-7770,female,A,associate's degree,1,1,83,40,92,74,289,B
std-7771,female,C,bachelor's degree,1,0,69,60,98,84,311,B
std-7772,female,D,some high school,1,0,88,80,52,64,284,B
std-7773,female,B,master's degree,1,1,29,35,66,77,207,C
std-7774,female,C,associate's degree,1,0,62,30,63,81,236,C
std-7775,female,B,bachelor's degree,0,0,57,69,58,70,254,B
std-7776,female,C,some college,0,0,57,67,83,26,233,C
std-7777,female,E,some high school,0,1,27,65,70,59,221,C
std-7778,female,D,some high school,1,0,65,74,100,90,329,A
std-7779,female,A,some college,1,0,50,78,79,72,279,B
std-7780,female,A,some college,1,1,30,89,69,100,288,B
std-7781,female,A,high school,1,0,56,93,64,83,296,B
std-7782,female,D,some high school,1,0,62,44,100,79,285,B
std-7783,female,E,some college,1,1,89,50,83,80,302,B
std-7784,female,E,some college,1,0,56,92,63,77,288,B
std-7785,female,C,associate's degree,1,1,34,60,79,66,239,C
std-7786,female,E,some college,1,1,85,77,77,88,327,A
std-7787,female,B,high school,1,0,57,56,80,73,266,B
std-7788,female,E,some college,1,1,71,53,94,64,282,B
std-7789,female,C,high school,1,1,75,66,86,61,288,B
std-7790,female,E,some high school,1,0,75,82,87,40,284,B
std-7791,female,C,some high school,1,1,81,49,34,70,234,C
std-7792,female,C,some high school,1,0,82,67,68,57,274,B
std-7793,female,C,some high school,1,0,73,57,46,77,253,B
std-7794,female,C,associate's degree,1,1,70,28,81,48,227,C
std-7795,female,C,bachelor's degree,1,1,36,67,42,75,220,C
std-7796,female,A,associate's degree,1,0,70,80,52,78,280,B
std-7797,female,B,associate's degree,1,0,82,83,86,61,312,B
std-7798,female,E,high school,1,0,52,31,97,61,241,C
std-7799,female,C,high school,1,1,27,42,71,71,211,C
std-7800,female,C,master's degree,1,0,27,74,100,68,269,B
std-7801,female,E,some high school,0,1,30,60,91,86,267,B
std-7802,female,D,high school,1,1,69,43,96,67,275,B
std-7803,female,B,bachelor's degree,1,1,58,91,92,81,322,A
std-7804,female,B,some high school,0,0,59,85,81,81,306,B
std-7805,female,D,high school,0,0,54,82,65,60,261,B
std-7806,female,D,some high school,1,0,85,36,73,84,278,B
std-7807,female,A,some college,1,0,53,80,72,51,256,B
std-7808,female,D,some high school,0,0,46,49,80,76,251,B
std-7809,female,D,high school,1,1,43,92,73,87,295,B
std-7810,female,D,high school,1,0,94,24,87,47,252,B
std-7811,female,B,bachelor's degree,1,1,79,23,99,76,277,B
std-7812,female,D,some college,1,0,62,93,81,85,321,A
std-7813,female,E,high school,1,0,74,88,74,79,315,B
std-7814,female,C,associate's degree,1,1,33,65,78,90,266,B
std-7815,female,C,associate's degree,1,0,55,96,40,84,275,B
std-7816,female,D,some high school,1,0,37,89,86,76,288,B
std-7817,female,C,high school,0,1,70,63,73,79,285,B
std-7818,female,E,high school,1,1,27,80,49,66,222,C
std-7819,female,D,some high school,1,0,41,75,85,67,268,B
std-7820,female,C,high school,1,1,95,74,98,66,333,A
std-7821,female,B,associate's degree,1,1,56,42,93,87,278,B
std-7822,female,C,master's degree,0,0,58,88,49,77,272,B
std-7823,female,D,bachelor's degree,1,1,28,23,57,53,161,D
std-7824,female,B,some high school,0,0,64,75,72,75,286,B
std-7825,female,D,associate's degree,1,1,78,58,92,32,260,B
std-7826,female,B,some college,1,0,69,60,62,51,242,C
std-7827,female,D,some college,0,0,73,62,100,90,325,A
std-7828,female,E,associate's degree,1,1,72,35,65,70,242,C
std-7829,female,C,high school,1,0,47,61,70,64,242,C
std-7830,female,D,bachelor's degree,1,1,76,51,84,47,258,B
std-7831,female,E,master's degree,0,0,75,70,69,61,275,B
std-7832,female,B,some college,1,1,61,88,98,69,316,B
std-7833,female,C,associate's degree,1,0,100,80,100,83,363,A
std-7834,female,D,some college,1,0,61,79,42,63,245,C
std-7835,female,C,high school,1,1,74,67,78,86,305,B
std-7836,female,C,some college,0,1,78,44,73,61,256,B
std-7837,female,C,master's degree,0,0,67,84,72,62,285,B
std-7838,female,D,bachelor's degree,0,0,27,59,76,69,231,C
std-7839,female,A,some high school,1,1,38,85,53,66,242,C
std-7840,female,D,associate's degree,0,0,52,57,77,46,232,C
std-7841,female,C,some college,0,1,47,79,98,66,290,B
std-7842,female,D,some high school,0,1,31,60,65,77,233,C
std-7843,female,C,some high school,1,1,54,39,62,76,231,C
std-7844,female,D,some high school,0,0,58,78,77,47,260,B
std-7845,female,E,associate's degree,1,0,69,45,49,65,228,C
std-7846,female,E,some college,0,0,87,53,46,85,271,B
std-7847,female,B,associate's degree,0,0,28,62,45,50,185,D
std-7848,female,C,high school,1,0,80,92,61,83,316,B
std-7849,female,D,some college,1,0,88,78,96,63,325,A
std-7850,female,B,associate's degree,1,1,100,88,85,63,336,A
std-7851,female,C,associate's degree,1,1,37,55,35,61,188,D
std-7852,female,E,associate's degree,1,0,78,100,81,59,318,B
std-7853,female,E,some high school,1,1,66,50,86,34,236,C
std-7854,female,E,associate's degree,1,0,79,69,56,66,270,B
std-7855,female,E,some high school,1,0,27,86,95,61,269,B
std-7856,female,A,associate's degree,0,0,84,88,75,48,295,B
std-7857,female,C,master's degree,1,1,33,80,68,66,247,C
std-7858,female,B,associate's degree,1,1,62,76,87,68,293,B
std-7859,female,D,high school,1,0,28,71,100,66,265,B
std-7860,female,C,associate's degree,1,0,54,41,55,32,182,D
std-7861,female,C,associate's degree,0,1,40,100,20,92,252,B
std-7862,female,B,associate's degree,1,0,74,69,67,66,276,B
std-7863,female,C,high school,1,0,27,79,100,77,283,B
std-7864,female,E,high school,1,0,63,94,58,70,285,B
std-7865,female,C,associate's degree,0,1,30,36,80,96,242,C
std-7866,female,C,associate's degree,1,1,100,53,57,88,298,B
std-7867,female,B,some college,1,1,40,63,76,63,242,C
std-7868,female,B,high school,1,0,73,56,71,37,237,C
std-7869,female,E,associate's degree,1,0,67,76,44,94,281,B
std-7870,female,D,high school,0,0,34,46,88,77,245,C
std-7871,female,C,bachelor's degree,1,1,69,30,57,83,239,C
std-7872,female,D,some college,1,1,87,40,93,90,310,B
std-7873,female,C,high school,0,1,64,93,84,64,305,B
std-7874,female,C,some college,0,1,59,23,79,59,220,C
std-7875,female,E,some high school,1,1,71,74,76,77,298,B
std-7876,female,B,some high school,1,0,100,42,100,87,329,A
std-7877,female,C,some college,1,0,73,64,85,71,293,B
std-7878,female,C,some college,1,0,63,100,64,55,282,B
std-7879,female,B,some high school,0,1,79,58,79,78,294,B
std-7880,female,C,some high school,0,1,79,85,60,54,278,B
std-7881,female,D,high school,1,0,67,61,74,79,281,B
std-7882,female,E,associate's degree,0,0,97,81,99,70,347,A
std-7883,female,D,associate's degree,0,1,52,86,71,51,260,B
std-7884,female,C,some college,1,0,90,45,67,100,302,B
std-7885,female,E,some college,1,1,37,88,75,94,294,B
std-7886,female,D,high school,0,0,91,100,84,59,334,A
std-7887,female,A,some college,0,0,50,68,100,51,269,B
std-7888,female,D,high school,0,0,60,72,97,61,290,B
std-7889,female,D,high school,1,1,67,40,75,50,232,C
std-7890,female,D,high school,0,0,78,73,61,65,277,B
std-7891,female,A,associate's degree,1,0,50,84,39,66,239,C
std-7892,female,D,bachelor's degree,1,1,81,84,100,81,346,A
std-7893,female,C,associate's degree,0,1,87,60,95,83,325,A
std-7894,female,C,master's degree,1,1,46,76,68,72,262,B
std-7895,female,C,some college,0,0,58,67,67,74,266,B
std-7896,female,C,associate's degree,1,1,57,52,85,73,267,B
std-7897,female,D,associate's degree,1,0,67,60,60,85,272,B
std-7898,female,C,some high school,1,0,29,58,50,64,201,C
std-7899,female,A,some college,1,1,56,71,100,71,298,B
std-7900,female,D,master's degree,1,1,38,91,79,98,306,B
std-7901,female,D,bachelor's degree,1,0,60,75,74,76,285,B
std-7902,female,C,some high school,1,0,27,46,85,63,221,C
std-7903,female,A,some high school,1,0,60,78,96,56,290,B
std-7904,female,A,some high school,1,1,74,53,75,90,292,B
std-7905,female,C,high school,1,0,75,71,85,77,308,B
std-7906,female,D,high school,1,1,65,77,100,35,277,B
std-7907,female,B,high school,1,0,62,84,61,71,278,B
std-7908,female,E,high school,0,0,62,75,85,80,302,B
std-7909,female,E,associate's degree,1,1,34,78,100,50,262,B
std-7910,female,D,associate's degree,1,1,58,83,84,50,275,B
std-7911,female,B,some college,1,0,35,70,100,90,295,B
std-7912,female,E,master's degree,0,1,75,84,100,42,301,B
std-7913,female,D,bachelor's degree,1,1,68,95,73,88,324,A
std-7914,female,A,some college,1,1,56,30,100,91,277,B
std-7915,female,D,some college,1,1,73,43,65,37,218,C
std-7916,female,D,some college,0,1,65,52,85,89,291,B
std-7917,female,C,associate's degree,1,1,69,72,88,51,280,B
std-7918,female,E,bachelor's degree,1,0,62,51,71,41,225,C
std-7919,female,E,some college,0,0,70,86,99,73,328,A
std-7920,female,C,some high school,1,0,70,91,57,46,264,B
std-7921,female,E,high school,0,1,73,28,39,66,206,C
std-7922,female,E,some high school,1,0,57,96,76,82,311,B
std-7923,female,D,some college,1,0,70,86,53,78,287,B
std-7924,female,E,high school,1,1,47,85,58,99,289,B
std-7925,female,A,high school,1,0,27,45,74,92,238,C
std-7926,female,D,associate's degree,1,1,41,89,94,67,291,B
std-7927,female,C,some college,0,1,61,73,78,58,270,B
std-7928,female,D,some college,1,0,53,80,79,96,308,B
std-7929,female,C,some high school,0,1,54,62,85,43,244,C
std-7930,female,A,high school,1,1,30,87,82,79,278,B
std-7931,female,D,master's degree,0,0,92,87,97,44,320,A
std-7932,female,D,associate's degree,0,1,77,36,100,50,263,B
std-7933,female,E,bachelor's degree,1,0,53,57,75,56,241,C
std-7934,female,C,bachelor's degree,1,1,57,63,97,74,291,B
std-7935,female,C,bachelor's degree,0,0,69,65,95,37,266,B
std-7936,female,A,high school,1,1,60,80,98,66,304,B
std-7937,female,C,high school,1,0,75,51,87,79,292,B
std-7938,female,D,some college,1,1,73,72,86,76,307,B
std-7939,female,D,master's degree,0,0,67,50,77,33,227,C
std-7940,female,D,high school,0,0,71,42,86,53,252,B
std-7941,female,A,some college,1,0,55,43,66,70,234,C
std-7942,female,A,bachelor's degree,0,0,83,67,96,72,318,B
std-7943,female,B,bachelor's degree,1,0,86,31,82,69,268,B
std-7944,female,A,some high school,1,1,56,72,67,64,259,B
std-7945,female,B,some high school,1,1,63,91,94,85,333,A
std-7946,female,C,some college,1,0,53,77,70,83,283,B
std-7947,female,D,high school,1,0,82,75,100,79,336,A
std-7948,female,A,high school,1,0,56,60,61,70,247,C
std-7949,female,E,some college,1,1,30,96,82,72,280,B
std-7950,female,B,high school,1,1,63,77,69,81,290,B
std-7951,female,E,some college,1,1,61,90,51,67,269,B
std-7952,female,C,master's degree,0,0,27,92,91,71,281,B
std-7953,female,C,associate's degree,1,0,91,68,92,84,335,A
std-7954,female,C,some college,1,1,50,63,95,83,291,B
std-7955,female,A,some high school,1,0,76,81,48,71,276,B
std-7956,female,D,associate's degree,1,1,51,99,72,72,294,B
std-7957,female,D,bachelor's degree,0,0,55,52,58,26,191,D
std-7958,female,C,some college,1,0,33,69,64,86,252,B
std-7959,female,D,associate's degree,1,0,67,77,70,48,262,B
std-7960,female,B,high school,0,0,100,60,86,31,277,B
std-7961,female,E,some college,1,0,71,84,54,51,260,B
std-7962,female,C,some high school,0,1,70,23,77,52,222,C
std-7963,female,D,master's degree,0,1,74,100,46,79,299,B
std-7964,female,B,master's degree,0,1,68,100,67,78,313,B
std-7965,female,D,some college,0,0,55,100,34,61,250,B
std-7966,female,D,some high school,1,1,50,68,60,60,238,C
std-7967,female,D,some college,1,0,52,60,89,50,251,B
std-7968,female,B,some college,0,0,27,87,74,45,233,C
std-7969,female,D,some high school,1,1,29,49,64,53,195,D
std-7970,female,E,high school,1,1,88,76,80,98,342,A
std-7971,female,D,associate's degree,0,0,58,70,79,37,244,C
std-7972,female,A,some high school,1,1,70,66,62,99,297,B
std-7973,female,D,some college,1,0,97,100,88,63,348,A
std-7974,female,E,some college,0,0,83,73,91,72,319,B
std-7975,female,D,bachelor's degree,0,0,56,73,86,77,292,B
std-7976,female,E,associate's degree,0,0,73,47,91,59,270,B
std-7977,female,D,some college,1,0,75,83,72,100,330,A
std-7978,female,A,high school,1,0,51,53,86,52,242,C
std-7979,female,E,high school,1,1,51,92,79,61,283,B
std-7980,female,E,some college,0,0,91,62,63,42,258,B
std-7981,female,C,bachelor's degree,1,1,32,69,80,73,254,B
std-7982,female,C,associate's degree,0,1,38,44,100,56,238,C
std-7983,female,A,some college,1,1,92,62,100,51,305,B
std-7984,female,D,some college,1,0,83,70,83,72,308,B
std-7985,female,C,associate's degree,1,0,74,70,97,63,304,B
std-7986,female,C,high school,1,1,41,100,75,90,306,B
std-7987,female,A,some high school,0,0,46,59,89,46,240,C
std-7988,female,A,associate's degree,1,0,40,72,69,79,260,B
std-7989,female,C,high school,1,0,92,59,95,93,339,A
std-7990,female,E,some high school,1,0,59,47,89,59,254,B
std-7991,female,D,some high school,0,0,75,70,68,69,282,B
std-7992,female,B,master's degree,0,0,74,99,61,68,302,B
std-7993,female,D,bachelor's degree,1,0,90,45,99,86,320,A
std-7994,female,B,associate's degree,0,0,89,76,77,78,320,A
std-7995,female,B,bachelor's degree,1,1,91,79,51,88,309,B
std-7996,female,B,some high school,1,0,58,82,81,90,311,B
std-7997,female,B,some college,0,0,58,69,56,58,241,C
std-7998,female,C,some college,1,0,72,62,100,51,285,B
std-7999,female,C,some high school,0,1,33,75,72,47,227,C
std-8000,female,A,some college,1,1,84,52,81,69,286,B
std-8001,female,D,high school,1,0,78,82,45,64,269,B
std-8002,female,C,associate's degree,1,0,31,57,74,61,223,C
std-8003,female,E,high school,0,0,47,39,60,72,218,C
std-8004,female,A,bachelor's degree,1,1,70,47,72,40,229,C
std-8005,female,C,some college,1,1,63,100,62,88,313,B
std-8006,female,D,some college,1,1,39,65,97,94,295,B
std-8007,female,C,bachelor's degree,0,0,34,80,70,85,269,B
std-8008,female,C,some high school,1,1,82,55,34,32,203,C
std-8009,female,C,master's degree,0,0,85,89,100,62,336,A
std-8010,female,B,high school,1,0,36,99,68,79,282,B
std-8011,female,B,high school,1,0,85,54,91,90,320,A
std-8012,female,D,high school,0,1,67,100,60,34,261,B
std-8013,female,B,associate's degree,1,1,61,65,89,87,302,B
std-8014,female,E,some high school,0,0,63,100,62,53,278,B
std-8015,female,D,some college,0,0,66,75,60,64,265,B
std-8016,female,C,high school,1,1,27,48,82,88,245,C
std-8017,female,C,some college,1,0,71,95,95,83,344,A
std-8018,female,C,some college,1,1,27,23,61,92,203,C
std-8019,female,E,associate's degree,1,0,77,65,75,77,294,B
std-8020,female,C,bachelor's degree,1,1,67,50,39,42,198,D
std-8021,female,B,some high school,1,0,47,89,60,39,235,C
std-8022,female,E,high school,0,1,69,46,75,91,281,B
std-8023,female,C,high school,1,0,74,71,60,45,250,B
std-8024,female,C,high school,0,0,70,97,71,84,322,A
std-8025,female,A,high school,1,1,64,85,73,84,306,B
std-8026,female,C,bachelor's degree,0,0,47,72,99,59,277,B
std-8027,female,D,some high school,1,0,63,49,100,79,291,B
std-8030,female,C,associate's degree,0,1,71,63,78,78,290,B
std-8034,female,E,associate's degree,1,1,62,83,82,91,318,B
std-8037,female,A,high school,1,0,75,43,49,94,261,B
std-8038,female,D,associate's degree,1,0,65,96,87,49,297,B
std-8039,female,D,some college,0,1,64,88,79,83,314,B
std-8040,female,B,associate's degree,1,0,52,77,72,81,282,B
std-8041,female,D,some college,0,1,27,57,62,70,216,C
std-8042,female,C,some high school,1,1,79,81,89,69,318,B
std-8043,female,C,master's degree,1,0,56,68,80,89,293,B
std-8044,female,C,bachelor's degree,1,0,77,95,83,92,347,A
std-8045,female,C,high school,1,0,72,74,80,96,322,A
std-8046,female,B,associate's degree,1,1,49,75,82,71,277,B
std-8047,female,C,high school,1,0,86,93,47,37,263,B
std-8048,female,D,associate's degree,1,1,28,86,100,89,303,B
std-8049,female,C,bachelor's degree,1,0,57,65,57,65,244,C
std-8050,female,E,some college,1,1,50,93,70,58,271,B
std-8051,female,C,high school,0,0,56,91,73,80,300,B
std-8052,female,C,associate's degree,1,1,83,63,84,81,311,B
std-8053,female,D,bachelor's degree,0,0,63,84,100,90,337,A
std-8054,female,B,master's degree,0,0,58,100,61,74,293,B
std-8055,female,D,associate's degree,1,1,71,69,88,58,286,B
std-8056,female,D,associate's degree,0,0,58,51,68,91,268,B
std-8057,female,C,some college,1,0,53,73,88,71,285,B
std-8058,female,D,high school,1,1,39,55,68,31,193,D
std-8059,female,C,associate's degree,0,0,73,33,52,81,239,C
std-8060,female,D,associate's degree,1,1,87,46,71,74,278,B
std-8061,female,C,associate's degree,1,0,80,46,71,87,284,B
std-8062,female,A,some college,1,0,57,73,61,37,228,C
std-8063,female,D,associate's degree,1,0,75,45,89,43,252,B
std-8064,female,D,high school,1,0,70,76,75,42,263,B
std-8065,female,B,associate's degree,1,0,55,71,88,60,274,B
std-8066,female,D,high school,1,1,75,26,38,62,201,C
std-8067,female,C,associate's degree,0,1,62,69,84,57,272,B
std-8068,female,D,bachelor's degree,1,1,53,65,85,97,300,B
std-8069,female,D,some college,1,0,58,83,80,48,269,B
std-8070,female,D,some college,1,0,60,39,86,54,239,C
std-8071,female,A,some college,1,0,69,81,65,62,277,B
std-8072,female,C,some high school,1,1,71,81,58,88,298,B
std-8073,female,B,bachelor's degree,1,1,45,53,81,60,239,C
std-8074,female,B,some high school,1,0,68,73,81,88,310,B
std-8075,female,A,master's degree,0,0,72,88,89,90,339,A
std-8076,female,C,some high school,1,0,60,66,91,68,285,B
std-8077,female,C,some college,1,0,54,76,64,87,281,B
std-8078,female,D,master's degree,1,0,66,68,70,41,245,C
std-8079,female,E,master's degree,1,1,55,62,62,86,265,B
std-8080,female,B,associate's degree,1,0,31,85,100,39,255,B
std-8081,female,C,high school,1,0,72,61,54,83,270,B
std-8082,female,C,associate's degree,0,0,88,89,69,62,308,B
std-8083,female,A,associate's degree,1,0,59,65,85,76,285,B
std-8084,female,B,some college,1,0,57,59,97,91,304,B
std-8085,female,A,high school,1,0,89,53,95,57,294,B
std-8086,female,C,associate's degree,0,1,41,50,32,45,168,D
std-8087,female,B,bachelor's degree,0,0,66,73,89,73,301,B
std-8088,female,B,some college,0,0,71,85,88,100,344,A
std-8089,female,C,bachelor's degree,1,1,51,75,63,79,268,B
std-8090,female,D,some college,0,1,45,70,64,62,241,C
std-8091,female,A,associate's degree,0,0,34,81,88,53,256,B
std-8092,female,B,some college,1,0,61,90,33,81,265,B
std-8093,female,D,some college,0,1,69,56,83,52,260,B
std-8094,female,E,some high school,0,1,84,100,64,45,293,B
std-8095,female,D,associate's degree,0,0,85,62,71,57,275,B
std-8096,female,C,master's degree,0,1,98,50,58,55,261,B
std-8097,female,D,some college,1,1,53,70,90,85,298,B
std-8098,female,E,some high school,1,0,81,58,94,77,310,B
std-8099,female,C,associate's degree,1,0,99,44,86,62,291,B
std-8100,female,C,associate's degree,1,0,83,81,63,67,294,B
std-8101,female,E,some high school,1,1,53,85,39,62,239,C
std-8102,female,C,bachelor's degree,0,0,60,58,80,83,281,B
std-8103,female,C,associate's degree,1,1,79,74,100,69,322,A
std-8104,female,A,high school,1,1,66,69,85,87,307,B
std-8105,female,E,some high school,0,1,69,85,98,84,336,A
std-8106,female,C,high school,1,0,69,34,82,69,254,B
std-8107,female,D,some high school,1,0,64,69,73,68,274,B
std-8108,female,A,bachelor's degree,0,0,78,89,97,70,334,A
std-8109,female,E,some high school,1,0,78,80,90,79,327,A
std-8110,female,D,bachelor's degree,0,0,56,70,93,68,287,B
std-8111,female,C,associate's degree,0,1,36,60,88,89,273,B
std-8112,female,B,high school,1,0,54,90,85,40,269,B
std-8113,female,B,high school,1,0,56,79,72,59,266,B
std-8114,female,D,some college,1,0,79,53,82,78,292,B
std-8115,female,C,some high school,1,1,41,69,53,39,202,C
std-8116,female,C,some college,1,1,86,61,71,77,295,B
std-8117,female,A,some college,1,1,55,66,62,53,236,C
std-8118,female,D,some college,0,0,66,91,78,78,313,B
std-8119,female,E,some college,0,0,87,63,94,68,312,B
std-8120,female,E,some college,1,1,59,56,100,75,290,B
std-8121,female,C,bachelor's degree,1,1,69,77,78,76,300,B
std-8122,female,C,some high school,0,1,87,54,67,55,263,B
std-8123,female,A,associate's degree,0,0,71,39,81,31,222,C
std-8124,female,A,some college,1,0,77,82,95,86,340,A
std-8125,female,D,some high school,1,1,82,81,89,61,313,B
std-8126,female,D,some college,1,1,31,73,60,66,230,C
std-8127,female,B,bachelor's degree,0,1,63,93,79,55,290,B
std-8128,female,D,some high school,1,0,88,56,83,77,304,B
std-8129,female,C,some high school,0,0,87,65,78,82,312,B
std-8130,female,E,bachelor's degree,1,0,27,40,96,81,244,C
std-8131,female,E,associate's degree,0,1,33,84,98,57,272,B
std-8132,female,C,master's degree,0,0,71,54,93,41,259,B
std-8133,female,A,high school,1,0,77,71,90,66,304,B
std-8134,female,A,some high school,1,0,27,89,28,60,204,C
std-8135,female,D,high school,0,0,90,82,86,91,349,A
std-8136,female,E,high school,0,1,87,68,65,73,293,B
std-8137,female,C,some high school,1,1,95,64,87,75,321,A
std-8138,female,E,high school,1,0,74,90,60,38,262,B
std-8139,female,C,associate's degree,1,0,86,63,98,47,294,B
std-8140,female,D,associate's degree,0,0,76,64,92,80,312,B
std-8141,female,A,master's degree,0,1,82,47,94,64,287,B
std-8142,female,C,some high school,1,1,52,95,84,41,272,B
std-8143,female,E,some high school,0,1,78,27,72,72,249,C
std-8144,female,E,high school,0,0,78,100,86,50,314,B
std-8145,female,C,associate's degree,1,1,61,88,54,56,259,B
std-8146,female,D,bachelor's degree,1,0,68,89,62,100,319,B
std-8147,female,C,bachelor's degree,1,1,64,61,70,77,272,B
std-8148,female,E,bachelor's degree,1,1,87,77,100,79,343,A
std-8149,female,D,associate's degree,1,0,55,41,73,100,269,B
std-8150,female,C,master's degree,1,1,59,92,54,80,285,B
std-8151,female,E,some college,1,0,73,67,69,83,292,B
std-8152,female,C,some college,1,0,58,76,61,99,294,B
std-8153,female,D,associate's degree,1,0,57,48,85,75,265,B
std-8154,female,B,high school,1,0,64,82,69,73,288,B
std-8155,female,D,bachelor's degree,0,0,32,93,67,77,269,B
std-8156,female,C,some college,1,1,69,32,71,75,247,C
std-8157,female,D,some college,1,0,88,39,47,81,255,B
std-8158,female,B,master's degree,1,0,55,89,88,100,332,A
std-8159,female,B,high school,0,1,63,81,86,78,308,B
std-8160,female,E,some college,0,0,75,87,69,95,326,A
std-8161,female,C,master's degree,1,0,27,51,79,52,209,C
std-8162,female,C,some college,0,0,60,61,96,97,314,B
std-8163,female,E,associate's degree,0,1,67,23,53,86,229,C
std-8164,female,A,some college,1,0,71,60,93,85,309,B
std-8165,female,A,associate's degree,1,1,62,62,74,96,294,B
std-8166,female,A,associate's degree,1,0,94,88,86,34,302,B
std-8167,female,A,some college,0,1,88,60,86,23,257,B
std-8168,female,C,some high school,0,0,51,63,82,52,248,C
std-8169,female,C,bachelor's degree,1,1,77,90,97,86,350,A
std-8170,female,B,some college,0,0,37,56,70,56,219,C
std-8171,female,D,some college,0,0,68,42,61,58,229,C
std-8172,female,D,high school,1,1,49,61,97,74,281,B
std-8173,female,D,high school,0,0,65,86,95,87,333,A
std-8174,female,B,bachelor's degree,1,0,61,62,81,91,295,B
std-8175,female,D,some high school,1,0,67,60,100,74,301,B
std-8176,female,C,high school,1,1,31,55,71,80,237,C
std-8177,female,C,high school,1,1,27,66,24,41,158,D
std-8178,female,A,high school,1,0,62,53,100,51,266,B
std-8179,female,E,some high school,1,0,27,72,71,92,262,B
std-8180,female,A,associate's degree,0,0,73,66,79,37,255,B
std-8181,female,A,some high school,0,0,53,76,100,63,292,B
std-8182,female,A,high school,1,1,70,72,83,55,280,B
std-8183,female,C,bachelor's degree,1,0,77,69,44,66,256,B
std-8184,female,E,some college,1,0,51,54,87,73,265,B
std-8185,female,D,associate's degree,0,0,70,66,93,45,274,B
std-8186,female,D,high school,0,0,69,75,100,47,291,B
std-8187,female,D,high school,1,0,68,52,72,100,292,B
std-8188,female,C,associate's degree,1,0,92,69,100,92,353,A
std-8189,female,C,associate's degree,1,1,62,71,80,98,311,B
std-8190,female,C,high school,0,0,82,51,90,69,292,B
std-8191,female,B,some college,0,1,51,79,79,57,266,B
std-8192,female,E,associate's degree,0,0,55,73,73,71,272,B
std-8193,female,C,some college,1,1,94,41,72,77,284,B
std-8194,female,A,some college,1,0,29,93,77,62,261,B
std-8195,female,D,some high school,1,1,72,61,82,78,293,B
std-8196,female,B,bachelor's degree,0,0,59,97,49,62,267,B
std-8197,female,B,high school,0,1,32,73,71,54,230,C
std-8198,female,C,associate's degree,1,0,45,57,72,47,221,C
std-8199,female,B,master's degree,1,1,91,76,94,86,347,A
std-8200,female,D,bachelor's degree,1,1,59,73,100,80,312,B
std-8201,female,C,associate's degree,1,1,82,80,80,50,292,B
std-8202,female,D,high school,1,0,72,40,79,67,258,B
std-8203,female,E,associate's degree,0,0,50,87,84,63,284,B
std-8204,female,C,some high school,1,0,61,53,44,96,254,B
std-8205,female,C,high school,0,0,75,84,76,68,303,B
std-8206,female,A,high school,0,0,48,64,100,81,293,B
std-8207,female,C,high school,0,0,53,100,48,85,286,B
std-8208,female,C,high school,1,1,51,87,96,42,276,B
std-8209,female,B,bachelor's degree,1,0,83,72,80,92,327,A
std-8210,female,D,associate's degree,1,1,81,70,95,84,330,A
std-8211,female,B,high school,1,0,63,74,39,64,240,C
std-8212,female,D,some high school,1,0,50,75,44,52,221,C
std-8213,female,A,some high school,1,0,59,40,45,53,197,D
std-8214,female,D,some college,0,0,74,51,81,74,280,B
std-8215,female,D,bachelor's degree,1,0,99,34,78,85,296,B
std-8216,female,D,some high school,0,0,58,87,70,73,288,B
std-8217,female,A,some high school,1,0,48,64,94,58,264,B
std-8218,female,C,associate's degree,0,0,48,61,76,51,236,C
std-8219,female,E,some college,1,0,56,75,96,89,316,B
std-8220,female,A,some college,0,0,66,89,61,86,302,B
std-8221,female,A,some high school,1,0,81,52,82,89,304,B
std-8222,female,D,some high school,1,1,86,58,77,77,298,B
std-8223,female,B,associate's degree,1,0,28,88,53,79,248,C
std-8224,female,D,associate's degree,1,0,56,75,36,59,226,C
